"code_ogr","libelle_appellation_long","libelle_appellation_court","code_rome","transition_eco","transition_num","transition_demo","emploi_reglemente","emploi_cadre","classification","origine","code_rome_parent","peu_usite"
"12615","Chercheur / Chercheuse en sciences sociales","Chercheur / Chercheuse en sciences sociales","K2401","Emploi Blanc","","","","","SYNONYME","","K2401","N"
"12616","Chercheur / Chercheuse en sociologie","Chercheur / Chercheuse en sociologie","K2401","Emploi Blanc","","","","","SYNONYME","","K2401","N"
"12617","Chercheur / Chercheuse en thanatologie","Chercheur / Chercheuse en thanatologie","K2401","Emploi Blanc","","","","","SYNONYME","","K2401","N"
"12618","Chevrier / Chevrière","Chevrier / Chevrière","A1410","Emploi Vert","","","","","SYNONYME","","A1410","N"
"12619","Chevrier fromager / Chevrière fromagère","Chevrier fromager / Chevrière fromagère","A1410","Emploi Vert","","","","","SYNONYME","","A1410","N"
"12620","Chimiste de la recherche scientifique","Chimiste de la recherche scientifique","K2402","Emploi stratégique pour la Transition écologique","","O","","","SYNONYME","","K2402","N"
"12621","Chimiste en laboratoire d'analyse industrielle","Chimiste en laboratoire d'analyse industrielle","H1503","Emploi stratégique pour la Transition écologique","","","","N","SYNONYME","","H1503","N"
"12622","Chimiste en laboratoire de contrôle en industrie","Chimiste en laboratoire de contrôle en industrie","H1503","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H1503","N"
"12623","Chiropracteur / Chiropractrice","Chiropracteur / Chiropractrice","J1408","Emploi Blanc","","","","","SYNONYME","","J1408","N"
"12624","Chiropraticien / Chiropraticienne","Chiropraticien / Chiropraticienne","J1408","Emploi Blanc","","","","","SYNONYME","","J1408","N"
"12625","Chirurgien / Chirurgienne","Chirurgien / Chirurgienne","J1119","Emploi Blanc","","O","O","O","PRINCIPALE","","J1102","N"
"12626","Chirurgien-dentiste / Chirurgienne-dentiste","Chirurgien-dentiste / Chirurgienne-dentiste","J1103","","","O","O","O","SYNONYME","","J1103","N"
"12627","Chirurgien-dentiste / Chirurgienne-dentiste conseil","Chirurgien-dentiste / Chirurgienne-dentiste conseil","K1402","Emploi Blanc","","O","","","SYNONYME","","K1402","N"
"12628","Chirurgien-dentiste / Chirurgienne-dentiste des armées","Chirurgien-dentiste / Chirurgienne-dentiste des armées","J1103","","","O","O","O","SYNONYME","","J1103","N"
"12629","Chloriteur / Chloriteuse en industrie textile","Chloriteur / Chloriteuse en industrie textile","H2406","Emploi Blanc","","","","","SYNONYME","","H2406","N"
"12630","Chloriteur-laveur / Chloriteuse-laveuse en industrie textile","Chloriteur-laveur / Chloriteuse-laveuse en industrie textile","H2406","Emploi Blanc","","","","","SYNONYME","","H2406","N"
"12631","Chocolatier / Chocolatière","Chocolatier / Chocolatière","D1115","Emploi Blanc","","","","","PRINCIPALE","","D1104","N"
"12632","Chorégraphe","Chorégraphe","L1211","Emploi Blanc","","","","","PRINCIPALE","","L1201","N"
"12633","Choréologue","Choréologue","L1211","Emploi Blanc","","","","","SYNONYME","","K2401","N"
"12634","Choriste","Choriste","L1202","Emploi Blanc","","","","","SYNONYME","","L1202","N"
"12635","Chromeur industriel / Chromeuse industrielle","Chromeur industriel / Chromeuse industrielle","H3402","Emploi Blanc","","","","","SYNONYME","","H3402","N"
"12636","Chromiste","Chromiste","E1306","Emploi Blanc","","","","","SYNONYME","","E1306","N"
"12637","Chronométreur analyseur / Chronométreuse analyseuse en production industrielle","Chronométreur(se) analyseur(se) en production industrielle","H1404","Emploi Blanc","","","","","SYNONYME","","H1404","N"
"12638","Cidrier / Cidrière","Cidrier / Cidrière","A1443","Emploi Blanc","","","","","PRINCIPALE","","A1413","N"
"12639","Cimentier / Cimentière","Cimentier / Cimentière","F1703","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1703","N"
"12640","Cimentier applicateur / Cimentière applicatrice","Cimentier applicateur / Cimentière applicatrice","F1703","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1703","N"
"12641","Cimentier enduiseur / Cimentière enduiseuse","Cimentier enduiseur / Cimentière enduiseuse","F1703","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1703","N"
"12642","Cimentier ravaleur / Cimentière ravaleuse","Cimentier ravaleur / Cimentière ravaleuse","F1611","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1611","N"
"12643","Cintrier / Cintrière","Cintrier / Cintrière","L1506","Emploi Blanc","","","","","SYNONYME","","L1506","N"
"12644","Cintrier-machiniste / Cintrière-machiniste","Cintrier-machiniste / Cintrière-machiniste","L1506","Emploi Blanc","","","","","SYNONYME","","L1506","N"
"12645","Cisailleur / Cisailleuse de forge","Cisailleur / Cisailleuse de forge","H2905","Emploi Blanc","","","","","SYNONYME","","H2905","N"
"12646","Cisailleur / Cisailleuse de laminoir","Cisailleur / Cisailleuse de laminoir","H2905","Emploi Blanc","","","","","SYNONYME","","H2905","N"
"12647","Cisailleur / Cisailleuse de matériaux","Cisailleur / Cisailleuse de matériaux","H2905","Emploi Blanc","","","","","SYNONYME","","H2905","N"
"12648","Cisailleur / Cisailleuse en métallurgie","Cisailleur / Cisailleuse en métallurgie","H2905","Emploi Blanc","","","","","PRINCIPALE","","H2905","N"
"12649","Ciseleur / Ciseleuse","Ciseleur / Ciseleuse","B1303","Emploi Blanc","","","","","SYNONYME","","B1303","N"
"12650","Claqueur / Claqueuse","Claqueur / Claqueuse","H2401","Emploi Blanc","","","","","SYNONYME","","H2401","N"
"12651","Classeur / Classeuse de bois","Classeur / Classeuse de bois","H2205","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2205","N"
"12652","Classeur / Classeuse de cuirs et peaux","Classeur / Classeuse de cuirs et peaux","H2415","Emploi Blanc","","","","","SYNONYME","","H2415","N"
"12653","Classeur / Classeuse qualité en première transformation du bois","Classeur(se) qualité en première transformation du bois","H2205","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2205","N"
"12654","Claviste en Publication Assistée par Ordinateur -PAO-","Claviste en Publication Assistée par Ordinateur -PAO-","E1306","Emploi Blanc","","","","","SYNONYME","","E1306","N"
"12655","Clerc","Clerc","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12656","Clerc assermenté","Clerc assermenté","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12657","Clerc aux formalités","Clerc aux formalités","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12658","Clerc aux formalités de notaire","Clerc aux formalités de notaire","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12659","Clerc d'avocat","Clerc d'avocat","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12660","Clerc de commissaire-priseur","Clerc de commissaire-priseur","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12661","Clerc de notaire","Clerc de notaire","K1902","Emploi Blanc","","","","","PRINCIPALE","","K1902","N"
"12662","Clerc d'huissier","Clerc d'huissier","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12663","Clerc formaliste","Clerc formaliste","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12664","Clerc hors rang","Clerc hors rang","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12665","Clerc hors rang de notaire","Clerc hors rang de notaire","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12666","Clerc rédacteur","Clerc rédacteur","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12667","Clerc significateur","Clerc significateur","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12668","Clerc significateur assermenté d'huissier","Clerc significateur assermenté d'huissier","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12669","Clétier / Clétière","Clétier / Clétière","B1503","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"12670","Clicheur / Clicheuse","Clicheur / Clicheuse","E1306","Emploi Blanc","","","","","SYNONYME","","E1306","N"
"12671","Climatologue","Climatologue","K2407","Emploi Vert","","","","","PRINCIPALE","","K2402","N"
"12672","Cloueur / Cloueuse","Cloueur / Cloueuse","H2215","Emploi Blanc","","","","","SYNONYME","","H2201","N"
"12673","Cloueur / Cloueuse de palettes","Cloueur / Cloueuse de palettes","H2215","Emploi Blanc","","","","","SYNONYME","","H2201","N"
"12674","Clown","Clown","L1204","Emploi Blanc","","","","","SYNONYME","","L1204","N"
"12675","Coach en développement des compétences","Coach en développement des compétences","M1508","Emploi Blanc","","","","O","SYNONYME","","M1502","N"
"12676","Coach en développement personnel","Coach en développement personnel","K1103","Emploi Blanc","","","","","SYNONYME","","K1103","N"
"12677","Coach sportif","Coach sportif","G1217","Emploi Blanc","","","O","","SYNONYME","","G1204","N"
"12678","Cocher / Cochère","Cocher / Cochère","N4117","Emploi Vert","","","","","SYNONYME","","N4103","N"
"12679","Coffreur / Coffreuse","Coffreur / Coffreuse","F1701","Emploi stratégique pour la Transition écologique","","","","","PRINCIPALE","","F1701","N"
"12680","Coffreur bancheur / Coffreuse bancheuse","Coffreur bancheur / Coffreuse bancheuse","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"12681","Coffreur / Coffreuse béton armé","Coffreur / Coffreuse béton armé","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"12682","Coffreur / Coffreuse génie civil","Coffreur / Coffreuse génie civil","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"12683","Coffreur glissant / Coffreuse glissante","Coffreur glissant / Coffreuse glissante","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"12684","Coffreur / Coffreuse métallique","Coffreur / Coffreuse métallique","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"12685","Coffreur-boiseur / Coffreuse-boiseuse","Coffreur-boiseur / Coffreuse-boiseuse","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"12686","Coffreur-boiseur-escaliéteur / Coffreuse-boiseuse-escaliéteuse","Coffreur(se)-boiseur(se)-escaliéteur(se)","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"12687","Coffreur-ferrailleur / Coffreuse-ferrailleuse","Coffreur-ferrailleur / Coffreuse-ferrailleuse","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"12688","Coiffeur / Coiffeuse","Coiffeur / Coiffeuse","D1202","Emploi Blanc","","","","","PRINCIPALE","","D1202","N"
"12689","Coiffeur / Coiffeuse à domicile","Coiffeur / Coiffeuse à domicile","D1202","Emploi Blanc","","","","","SYNONYME","","D1202","N"
"12690","Coiffeur créateur / Coiffeuse créatrice","Coiffeur créateur / Coiffeuse créatrice","D1202","Emploi Blanc","","","","","SYNONYME","","D1202","N"
"12691","Coiffeur / Coiffeuse dames","Coiffeur / Coiffeuse dames","D1202","Emploi Blanc","","","","","SYNONYME","","D1202","N"
"12692","Coiffeur maquilleur / Coiffeuse maquilleuse spectacle","Coiffeur maquilleur / Coiffeuse maquilleuse spectacle","L1516","Emploi Blanc","","","","","SYNONYME","","L1501","O"
"12693","Coiffeur / Coiffeuse messieurs","Coiffeur / Coiffeuse messieurs","D1202","Emploi Blanc","","","","","SYNONYME","","D1202","N"
"12694","Coiffeur / Coiffeuse mixte","Coiffeur / Coiffeuse mixte","D1202","Emploi Blanc","","","","","SYNONYME","","D1202","N"
"12695","Coiffeur / Coiffeuse spectacle","Coiffeur / Coiffeuse spectacle","L1516","Emploi Blanc","","","","","PRINCIPALE","","L1501","N"
"12696","Coiffeur / Coiffeuse styliste","Coiffeur / Coiffeuse styliste","D1202","Emploi Blanc","","","","","SYNONYME","","D1202","N"
"12697","Coiffeur / Coiffeuse visagiste","Coiffeur / Coiffeuse visagiste","D1202","Emploi Blanc","","","","","SYNONYME","","D1202","N"
"12698","Coiffeur-perruquier / Coiffeuse-perruquière spectacle","Coiffeur-perruquier / Coiffeuse-perruquière spectacle","L1516","Emploi Blanc","","","","","SYNONYME","","L1501","N"
"12699","Coiffeur-posticheur / Coiffeuse-posticheuse spectacle","Coiffeur-posticheur / Coiffeuse-posticheuse spectacle","L1516","Emploi Blanc","","","","","SYNONYME","","L1501","N"
"12700","Collaborateur commercial / Collaboratrice commerciale","Collaborateur commercial / Collaboratrice commerciale","D1401","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"12701","Collaborateur commercial / Collaboratrice commerciale en assurances","Collaborateur(trice) commercial(e) en assurances","C1102","Emploi Blanc","","","","","SYNONYME","","C1102","N"
"12702","Collaborateur / Collaboratrice d'architecte","Collaborateur / Collaboratrice d'architecte","F1126","Emploi Blanc","","","","","SYNONYME","","F1104","N"
"12703","Collaborateur / Collaboratrice d'expertise comptable","Collaborateur / Collaboratrice d'expertise comptable","M1211","Emploi Blanc","","","O","O","SYNONYME","","M1202","N"
"12704","Collaborateur d'huissier chargé / Collaboratrice d'huissier chargée de recouvrement","Collaborateur(trice) d'huissier chargé(e) de recouvrement","K1902","Emploi Blanc","","","","","SYNONYME","","K1902","N"
"12705","Collaborateur / Collaboratrice mise en scène","Collaborateur / Collaboratrice mise en scène","L1301","Emploi Blanc","","","","","SYNONYME","","L1301","N"
"12706","Colleteur / Colleteuse en industrie de l'habillement","Colleteur / Colleteuse en industrie de l'habillement","H2402","Emploi Blanc","","","","","SYNONYME","","H2402","N"
"12707","Colleur / Colleuse d'affiche","Colleur / Colleuse d'affiche","I1201","Emploi Blanc","","","","","SYNONYME","","I1201","N"
"12708","Colleur / Colleuse de films cinématographiques","Colleur / Colleuse de films cinématographiques","E1202","Emploi Blanc","","","","","SYNONYME","","E1202","N"
"12709","Coloriste à sec","Coloriste à sec","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12710","Coloriste en finissage","Coloriste en finissage","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12711","Coloriste en impression textile","Coloriste en impression textile","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12712","Coloriste en industrie alimentaire","Coloriste en industrie alimentaire","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12713","Coloriste en industrie chimique","Coloriste en industrie chimique","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12714","Coloriste en industrie cosmétique","Coloriste en industrie cosmétique","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12715","Coloriste en peinture","Coloriste en peinture","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12716","Coloriste en tannerie-mégisserie","Coloriste en tannerie-mégisserie","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12717","Coloriste en teinture textile","Coloriste en teinture textile","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12718","Coloriste numérique","Coloriste numérique","E1205","Emploi Blanc","O","","","","SYNONYME","","E1205","N"
"12719","Coloriste permanentiste","Coloriste permanentiste","D1202","Emploi Blanc","","","","","SYNONYME","","D1202","N"
"12720","Coloriste sur textiles","Coloriste sur textiles","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12721","Coloriste textile","Coloriste textile","H1201","Emploi Blanc","","","","","SYNONYME","","H1201","N"
"12722","Colporteur distributeur / Colporteuse distributrice de presse","Colporteur(se) distributeur(trice) de presse","M1615","Emploi Blanc","","","","","SYNONYME","","M1603","N"
"12723","Combattant / Combattante toutes armes -TTA-","Combattant / Combattante toutes armes -TTA-","K1701","Emploi Blanc","","","","","SYNONYME","","K1701","N"
"12724","Comédien / Comédienne","Comédien / Comédienne","L1203","Emploi Blanc","","","","","PRINCIPALE","","L1203","N"
"12725","Co-metteur / Co-metteuse en scène","Co-metteur / Co-metteuse en scène","L1301","Emploi Blanc","","","","","SYNONYME","","L1301","N"
"12726","Comique","Comique","L1204","Emploi Blanc","","","","","SYNONYME","","L1204","N"
"12727","Commandant / Commandante de bataillon","Commandant / Commandante de bataillon","K1703","Emploi Blanc","","","","","SYNONYME","","K1703","O"
"12728","Commandant / Commandante de bord avion","Commandant / Commandante de bord avion","N2102","Emploi Brun","","","","","SYNONYME","","N2102","N"
