"code_rome","code_rome_cible","numero_ordre"
"B1615","B1613","1"
"B1615","H3405","9"
"B1615","K2111","5"
"B1616","B1303","6"
"B1616","B1601","5"
"B1616","B1604","1"
"B1616","B1608","2"
"B1616","B1610","4"
"B1616","H2603","8"
"B1616","H2604","10"
"B1616","H2918","9"
"B1616","H3405","3"
"B1616","H3406","7"
"B1701","A1408","6"
"B1701","A1505","4"
"B1701","A1506","3"
"B1701","A1507","5"
"B1701","A1509","2"
"B1701","B1302","1"
"B1701","B1702","10"
"B1701","B1809","9"
"B1701","H2411","8"
"B1701","K2602","7"
"B1702","A1507","5"
"B1702","B1701","1"
"B1702","D1405","6"
"B1702","H3203","7"
"B1702","J1306","8"
"B1702","J1410","4"
"B1702","K1606","2"
"B1702","K2111","3"
"B1801","B1401","4"
"B1801","B1802","2"
"B1801","B1803","9"
"B1801","B1804","8"
"B1801","B1805","5"
"B1801","B1809","1"
"B1801","B1812","3"
"B1801","D1302","7"
"B1801","K2109","10"
"B1801","L1502","6"
"B1802","B1805","4"
"B1802","B1806","3"
"B1802","B1809","1"
"B1802","B1811","10"
"B1802","D1206","2"
"B1802","H1204","7"
"B1802","H2411","6"
"B1802","H2426","9"
"B1802","K2111","8"
"B1802","L1502","5"
"B1803","B1801","8"
"B1803","B1804","5"
"B1803","B1805","3"
"B1803","B1808","1"
"B1803","B1811","10"
"B1803","B1812","4"
"B1803","B1813","6"
"B1803","D1302","7"
"B1803","H2402","2"
"B1803","L1502","9"
"B1804","B1302","5"
"B1804","B1401","3"
"B1804","B1801","1"
"B1804","B1803","4"
"B1804","B1805","6"
"B1804","B1806","2"
"B1804","D1201","9"
"B1804","D1301","11"
"B1804","G1202","7"
"B1804","K2109","10"
"B1804","L1502","8"
"B1805","B1808","3"
"B1805","B1812","4"
"B1805","B1814","1"
"B1805","E1107","9"
"B1805","E1127","2"
"B1805","E1129","7"
"B1805","H1204","5"
"B1805","L1502","6"
"B1805","M1703","8"
"B1806","B1302","5"
"B1806","B1402","4"
"B1806","B1802","2"
"B1806","B1803","1"
"B1806","B1804","3"
"B1806","D1212","11"
"B1806","D1301","10"
"B1806","F1609","6"
"B1806","K1203","7"
"B1806","K2111","9"
"B1806","L1502","8"
"B1807","B1805","1"
"B1807","B1808","10"
"B1807","B1812","2"
"B1807","D1506","3"
"B1807","E1112","4"
"B1807","E1211","6"
"B1807","E1404","8"
"B1807","H1204","5"
"B1807","K1601","9"
"B1807","L1502","7"
"B1808","B1805","2"
"B1808","B1812","9"
"B1808","B1814","1"
"B1808","F1139","5"
"B1808","H1204","4"
"B1808","H2426","7"
"B1808","H2505","6"
"B1808","K2109","8"
"B1808","L1520","3"
"B1808","M1703","10"
"B1809","B1701","8"
"B1809","B1802","1"
"B1809","B1811","2"
"B1809","D1211","9"
"B1809","D1302","10"
"B1809","H2411","3"
"B1809","H2422","5"
"B1809","H2505","4"
"B1809","I1611","7"
"B1809","I1614","6"
"B1810","B1802","8"
"B1810","B1803","5"
"B1810","B1805","3"
"B1810","B1808","6"
"B1810","B1812","2"
"B1810","B1813","4"
"B1810","D1302","7"
"B1810","H2411","9"
"B1810","H2505","1"
"B1811","B1802","2"
"B1811","B1806","6"
"B1811","B1809","1"
"B1811","B1812","5"
"B1811","H1204","4"
"B1811","H2402","7"
"B1811","H2411","3"
"B1811","H2422","8"
"B1811","K2111","9"
"B1812","B1803","4"
"B1812","B1805","2"
"B1812","B1808","8"
"B1812","H1204","3"
"B1812","H1205","6"
"B1812","H2402","5"
"B1812","H2412","9"
"B1812","H2505","1"
"B1812","L1502","10"
"B1812","L1520","7"
"B1813","B1803","1"
"B1813","B1805","3"
"B1813","B1812","2"
"B1813","D1214","9"
"B1813","D1241","7"
"B1813","D1302","8"
"B1813","H2412","6"
"B1813","H2505","4"
"B1813","K2111","5"
"B1814","B1805","10"
"B1814","D1406","9"
"B1814","E1107","5"
"B1814","E1109","8"
"B1814","E1127","1"
"B1814","E1129","3"
"B1814","H1204","2"
"B1814","L1520","4"
"B1814","M1703","7"
"B1814","M1711","6"
"C1101","C1104","5"
"C1101","C1105","3"
"C1101","C1108","1"
"C1101","C1110","4"
"C1101","C1204","2"
"C1101","E1401","9"
"C1101","E1402","8"
"C1101","K2111","10"
"C1101","M1204","11"
"C1101","M1702","12"
"C1101","M1703","6"
"C1101","M1705","13"
"C1101","M1707","7"
"C1102","C1103","2"
"C1102","C1104","7"
"C1102","C1107","5"
"C1102","C1108","1"
"C1102","C1109","6"
"C1102","C1201","8"
"C1102","C1203","9"
"C1102","C1206","3"
"C1102","C1208","11"
"C1102","C1401","4"
"C1102","C1504","10"
"C1102","D1402","12"
"C1102","D1410","13"
"C1102","M1704","14"
"C1103","C1101","9"
"C1103","C1102","3"
"C1103","C1104","4"
"C1103","C1107","1"
"C1103","C1108","2"
"C1103","C1110","10"
"C1103","C1111","5"
"C1103","C1112","6"
"C1103","C1206","7"
"C1103","C1208","8"
"C1103","D1402","12"
"C1103","D1407","14"
"C1103","D1410","13"
"C1103","G1303","11"
"C1104","C1103","3"
"C1104","C1108","1"
"C1104","C1207","2"
"C1104","D1406","5"
"C1104","D1509","6"
"C1104","G1403","7"
"C1104","K1404","8"
"C1104","K2111","9"
"C1104","M1201","10"
"C1104","M1204","11"
"C1104","M1704","12"
"C1104","N2205","4"
"C1105","C1101","1"
"C1105","C1106","3"
"C1105","C1110","2"
"C1105","C1302","5"
"C1105","C1303","4"
"C1105","G1302","7"
"C1105","M1201","6"
"C1105","M1403","8"
"C1105","M1405","9"
"C1106","A1204","6"
"C1106","C1104","3"
"C1106","C1105","5"
"C1106","C1107","1"
"C1106","C1108","4"
"C1106","C1110","2"
"C1106","H1302","7"
"C1106","K1702","8"
"C1106","K2111","9"
"C1106","N2202","10"
"C1107","C1104","4"
"C1107","C1106","2"
"C1107","C1109","3"
"C1107","C1110","1"
"C1107","D1204","6"
"C1107","D1408","5"
"C1107","H1303","7"
"C1107","K1903","8"
"C1107","N4203","9"
"C1108","C1103","4"
"C1108","C1104","1"
"C1108","C1110","2"
"C1108","C1207","3"
"C1108","D1301","10"
"C1108","D1504","8"
"C1108","K1404","7"
"C1108","K1504","9"
"C1108","M1301","6"
"C1108","M1302","5"
"C1109","C1102","2"
"C1109","C1107","1"
"C1109","C1110","5"
"C1109","C1201","4"
"C1109","C1401","3"
"C1109","D1204","8"
"C1109","D1408","10"
"C1109","D1409","11"
"C1109","D1508","9"
"C1109","G1303","6"
"C1109","K1501","12"
"C1109","K1503","13"
"C1109","M1607","14"
"C1109","M1609","7"
"C1110","C1101","1"
"C1110","C1103","3"
"C1110","C1104","6"
"C1110","C1106","4"
"C1110","C1107","5"
"C1110","C1108","2"
"C1110","D1404","7"
"C1110","M1101","9"
"C1110","M1302","8"
"C1111","C1102","5"
"C1111","C1103","4"
"C1111","C1110","1"
"C1111","C1112","3"
"C1111","C1206","2"
"C1111","D1402","6"
"C1111","D1407","7"
"C1111","D1410","8"
"C1112","C1103","1"
"C1112","C1107","2"
"C1112","C1110","3"
"C1112","C1111","4"
"C1112","D1406","7"
"C1112","D1510","5"
"C1112","M1302","6"
"C1112","M1706","8"
"C1113","C1102","4"
"C1113","C1107","5"
"C1113","C1108","1"
"C1113","C1109","6"
"C1113","D1204","9"
"C1113","D1404","10"
"C1113","I1103","11"
"C1113","I1606","7"
"C1113","I1612","3"
"C1113","I1617","8"
"C1113","K1903","2"
"C1201","C1102","3"
"C1201","C1109","1"
"C1201","C1203","4"
"C1201","C1206","2"
"C1201","C1401","5"
"C1201","D1401","11"
"C1201","D1402","10"
"C1201","D1408","7"
"C1201","G1303","8"
"C1201","G1703","9"
"C1201","M1609","6"
"C1202","C1203","6"
"C1202","C1206","5"
"C1202","C1207","1"
"C1202","C1208","4"
"C1202","C1301","7"
"C1202","C1302","3"
"C1202","C1303","2"
"C1202","K1504","10"
"C1202","M1201","8"
"C1202","M1204","9"
"C1203","C1102","6"
"C1203","C1202","4"
"C1203","C1204","9"
"C1203","C1205","1"
"C1203","C1206","2"
"C1203","C1207","3"
"C1203","C1208","7"
"C1203","C1303","5"
"C1203","C1504","8"
"C1203","M1704","10"
"C1204","C1101","1"
"C1204","C1202","3"
"C1204","C1203","7"
"C1204","C1205","6"
"C1204","C1207","5"
"C1204","C1208","8"
"C1204","C1301","2"
"C1204","C1303","4"
"C1204","G1302","11"
"C1204","M1201","9"
"C1204","M1703","10"
"C1205","C1102","10"
"C1205","C1103","6"
"C1205","C1203","5"
"C1205","C1206","4"
"C1205","C1207","3"
"C1205","C1208","2"
"C1205","C1301","7"
"C1205","C1302","8"
"C1205","C1303","1"
"C1205","C1501","9"
"C1205","M1704","11"
"C1206","C1102","2"
"C1206","C1103","5"
"C1206","C1202","6"
"C1206","C1203","3"
"C1206","C1205","1"
"C1206","C1207","4"
"C1206","C1208","7"
"C1206","C1502","8"
"C1206","C1504","9"
"C1206","D1410","11"
"C1206","G1303","12"
"C1206","K1801","10"
"C1206","M1704","13"
"C1207","C1104","5"
"C1207","C1202","3"
"C1207","C1203","4"
"C1207","C1204","7"
"C1207","C1301","2"
"C1207","C1302","6"
"C1207","C1303","1"
"C1207","K2111","9"
"C1207","M1201","10"
"C1207","M1207","11"
"C1207","M1302","12"
"C1207","M1402","8"
"C1208","C1102","1"
"C1208","C1103","6"
"C1208","C1202","4"
"C1208","C1203","2"
"C1208","C1205","3"
"C1208","C1206","5"
"C1208","C1207","7"
"C1208","D1410","8"
"C1208","K2109","9"
"C1208","M1704","10"
"C1208","M1707","11"
"C1209","C1103","6"
"C1209","C1111","5"
"C1209","C1206","1"
"C1209","C1207","2"
"C1209","C1208","4"
"C1209","C1401","3"
"C1209","M1202","8"
"C1209","M1215","7"
"C1301","C1105","5"
"C1301","C1202","3"
"C1301","C1203","6"
"C1301","C1204","4"
"C1301","C1205","7"
"C1301","C1207","8"
"C1301","C1302","1"
"C1301","C1303","2"
"C1301","D1406","10"
"C1301","M1201","9"
"C1302","C1202","4"
"C1302","C1207","1"
"C1302","C1301","2"
"C1302","C1303","3"
"C1302","M1201","5"
"C1302","M1202","6"
"C1302","M1207","8"
"C1302","M1501","9"
"C1302","N2202","10"
"C1302","N4401","7"
"C1303","C1202","6"
"C1303","C1203","7"
"C1303","C1204","2"
"C1303","C1205","3"
"C1303","C1207","4"
"C1303","C1301","1"
"C1303","C1302","5"
"C1303","K2111","9"
"C1303","M1201","8"
"C1303","M1403","10"
"C1401","C1102","1"
"C1401","C1109","2"
"C1401","C1201","3"
"C1401","C1206","4"
"C1401","D1408","5"
"C1401","D1409","12"
"C1401","K1503","6"
"C1401","M1601","7"
"C1401","M1605","8"
"C1401","M1607","9"
"C1401","M1608","10"
"C1401","M1609","11"
"C1501","C1502","1"
"C1501","C1503","2"
"C1501","C1504","3"
"C1501","D1204","10"
"C1501","D1504","9"
"C1501","I1101","4"
"C1501","K1404","5"
"C1501","M1101","6"
"C1501","M1102","7"
"C1501","M1605","8"
"C1502","A1302","11"
"C1502","C1102","3"
"C1502","C1109","4"
"C1502","C1501","1"
"C1502","C1504","2"
"C1502","D1204","10"
"C1502","D1406","8"
"C1502","K1502","9"
"C1502","M1203","7"
"C1502","M1604","6"
"C1502","M1605","5"
"C1503","C1501","1"
"C1503","C1505","2"
"C1503","D1402","9"
"C1503","E1401","3"
"C1503","I1101","10"
"C1503","K1404","11"
"C1503","K1504","4"
"C1503","K2108","12"
"C1503","M1102","5"
"C1503","M1302","6"
"C1503","M1706","7"
"C1503","M1707","8"
"C1504","C1206","3"
"C1504","C1501","1"
"C1504","C1502","4"
"C1504","C1503","2"
"C1504","C1505","5"
"C1504","D1402","6"
"C1504","D1403","7"
"C1504","E1401","8"
"C1504","M1607","9"
"C1504","M1706","10"
"C1505","C1102","4"
"C1505","C1206","5"
"C1505","C1501","2"
"C1505","C1502","3"
"C1505","C1503","1"
"C1505","D1402","6"
"C1505","D1406","7"
"C1505","D1410","8"
"C1505","E1401","10"
"C1505","M1706","9"
"C1506","C1503","9"
"C1506","F1106","5"
"C1506","F1113","6"
"C1506","F1201","7"
"C1506","F1205","8"
"C1506","K2108","4"
"C1506","M1102","1"
"C1506","M1302","2"
"C1506","M1707","3"
"D1101","D1102","5"
"D1101","D1103","3"
"D1101","D1106","9"
"D1101","D1107","10"
"D1101","D1109","2"
"D1101","D1502","7"
"D1101","D1507","4"
"D1101","G1606","6"
"D1101","G1607","12"
"D1101","H2101","8"
"D1101","H2102","11"
"D1101","H2103","1"
"D1102","D1101","10"
"D1102","D1104","1"
"D1102","D1106","2"
"D1102","D1108","9"
"D1102","D1301","3"
"D1102","D1502","4"
"D1102","D1507","5"
"D1102","G1604","6"
"D1102","G1607","7"
"D1102","H2102","8"
"D1103","D1101","2"
"D1103","D1104","5"
"D1103","D1105","3"
"D1103","D1109","1"
"D1103","G1404","6"
"D1103","G1409","9"
"D1103","H1528","8"
"D1103","H2506","4"
"D1103","K2111","10"
"D1103","N1302","7"
"D1104","D1102","1"
"D1104","D1115","2"
"D1104","D1117","4"
"D1104","D1118","3"
"D1104","D1503","9"
"D1104","G1409","8"
"D1104","G1602","10"
"D1104","G1607","7"
"D1104","G1609","5"
"D1104","K2111","6"
"D1105","D1301","4"
"D1105","D1504","5"
"D1105","D1510","6"
"D1105","G1602","7"
"D1105","G1607","8"
"D1105","H2105","1"
"D1105","H2506","3"
"D1105","K2111","2"
"D1106","D1103","1"
"D1106","D1107","6"
"D1106","D1301","7"
"D1106","D1408","8"
"D1106","D1502","4"
"D1106","D1505","2"
"D1106","D1507","3"
"D1106","D1508","5"
"D1106","D1509","9"
"D1106","G1603","10"
"D1106","G1607","11"
"D1107","C1401","5"
"D1107","C1504","4"
"D1107","D1407","7"
"D1107","D1504","8"
"D1107","H1405","1"
"D1107","M1102","6"
"D1107","M1705","2"
"D1107","N1204","3"
"D1108","D1106","3"
"D1108","D1502","1"
"D1108","G1601","7"
"D1108","G1604","2"
"D1108","G1606","5"
"D1108","H2102","6"
"D1108","K2111","9"
"D1108","M1302","4"
"D1108","M1506","8"
"D1109","D1103","1"
"D1109","D1106","8"
"D1109","D1107","2"
"D1109","D1502","3"
"D1109","H2101","7"
"D1109","H2102","4"
"D1109","H2103","6"
"D1109","M1302","9"
"D1109","N1103","5"
"D1110","D1221","5"
"D1110","D1401","1"
"D1110","D1408","6"
"D1110","D1501","7"
"D1110","D1502","3"
"D1110","D1503","2"
"D1110","D1507","4"
"D1110","N1110","8"
"D1110","N4120","9"
"D1110","N4121","10"
"D1111","D1101","8"
"D1111","D1103","3"
"D1111","D1105","7"
"D1111","D1109","1"
"D1111","G1404","4"
"D1111","G1409","6"
"D1111","H1528","10"
"D1111","H2506","2"
"D1111","K2111","5"
"D1111","N1302","9"
"D1112","D1101","2"
"D1112","D1104","5"
"D1112","D1105","3"
"D1112","D1109","1"
"D1112","G1404","6"
"D1112","G1409","9"
"D1112","H1528","8"
"D1112","H2506","4"
"D1112","K2111","10"
"D1112","N1302","7"
"D1113","C1401","3"
"D1113","C1504","4"
"D1113","D1402","8"
"D1113","D1504","1"
"D1113","H1405","7"
"D1113","M1102","2"
"D1113","M1705","6"
"D1113","N1204","5"
"D1114","A1412","2"
"D1114","A1413","1"
"D1114","D1102","4"
"D1114","D1104","3"
"D1114","D1115","5"
"D1114","D1502","7"
"D1114","D1504","10"
"D1114","E1112","9"
"D1114","G1804","6"
"D1114","K2111","8"
"D1115","D1102","2"
"D1115","D1104","1"
"D1115","D1117","5"
"D1115","D1118","3"
"D1115","D1302","10"
"D1115","G1408","9"
"D1115","G1801","7"
"D1115","G1804","6"
"D1115","H2105","4"
"D1115","K2111","8"
"D1116","A1304","6"
"D1116","A1309","1"
"D1116","A1420","5"
"D1116","D1109","10"
"D1116","D1110","8"
"D1116","D1113","9"
"D1116","D1407","2"
"D1116","M1102","7"
"D1116","M1206","4"
"D1116","N1301","3"
"D1117","D1108","1"
"D1117","D1115","8"
"D1117","D1118","9"
"D1117","D1302","6"
"D1117","E1107","5"
"D1117","G1404","4"
"D1117","G1413","2"
"D1117","K2111","3"
"D1117","M1102","7"
"D1118","D1102","3"
"D1118","D1104","1"
"D1118","D1115","2"
"D1118","G1408","7"
"D1118","G1801","6"
"D1118","G1804","5"
"D1118","H2105","4"
"D1118","J1402","9"
"D1118","K2111","8"
"D1201","B1403","7"
"D1201","B1605","1"
"D1201","D1221","8"
"D1201","D1407","4"
"D1201","F1139","2"
"D1201","G1106","5"
"D1201","G1222","6"
"D1201","K1219","9"
"D1201","K1604","10"
"D1201","L1505","3"
"D1202","D1203","8"
"D1202","D1208","1"
"D1202","D1217","6"
"D1202","D1218","5"
"D1202","D1220","7"
"D1202","D1301","2"
"D1202","D1416","3"
"D1202","K1103","4"
"D1202","L1501","10"
"D1202","M1602","9"
"D1203","D1222","4"
"D1203","D1231","1"
"D1203","D1237","8"
"D1203","J1403","2"
"D1203","K1103","3"
"D1203","K1301","7"
"D1203","K1414","5"
"D1203","K1415","6"
"D1203","K2111","9"
"D1204","D1224","3"
"D1204","D1234","1"
"D1204","D1238","2"
"D1204","D1404","8"
"D1204","D1433","10"
"D1204","D1434","9"
"D1204","G1102","6"
"D1204","G1104","5"
"D1204","G1306","4"
"D1204","G1403","7"
"D1205","D1229","1"
"D1205","D1302","6"
"D1205","D1415","2"
"D1205","H2410","10"
"D1205","H2415","7"
"D1205","H2505","3"
"D1205","K2111","8"
"D1205","M1416","4"
"D1205","M1428","5"
"D1205","M1602","9"
"D1206","B1605","9"
"D1206","B1606","10"
"D1206","B1802","1"
"D1206","B1806","3"
"D1206","B1809","2"
"D1206","D1226","5"
"D1206","F1626","7"
"D1206","H2411","6"
"D1206","H2422","4"
"D1206","I1304","8"
"D1207","B1803","9"
"D1207","B1806","2"
"D1207","B1808","7"
"D1207","D1206","1"
"D1207","H2402","8"
"D1207","H2417","5"
"D1207","H2419","6"
"D1207","H2420","4"
"D1207","H2505","3"
"D1208","D1214","3"
"D1208","D1222","11"
"D1208","D1231","2"
"D1208","D1237","5"
"D1208","D1241","7"
"D1208","J1402","4"
"D1208","K1311","6"
"D1208","K2111","8"
"D1208","L1501","1"
"D1208","M1601","9"
"D1208","M1621","10"
"D1209","A1203","7"
"D1209","A1414","5"
"D1209","D1210","4"
"D1209","D1219","2"
"D1209","D1301","1"
"D1209","D1403","10"
"D1209","D1505","6"
"D1209","D1507","3"
"D1209","M1101","9"
"D1209","M1614","8"
"D1210","A1501","4"
"D1210","D1209","2"
"D1210","D1212","9"
"D1210","D1219","1"
"D1210","D1221","10"
"D1210","D1301","5"
"D1210","D1401","7"
"D1210","D1407","8"
"D1210","D1506","3"
"D1210","G1240","6"
"D1211","B1301","10"
"D1211","D1204","7"
"D1211","D1212","1"
"D1211","D1214","3"
"D1211","D1301","2"
"D1211","D1501","6"
"D1211","D1505","5"
"D1211","D1508","4"
"D1211","G1205","8"
"D1211","N1103","9"
"D1212","C1201","8"
"D1212","D1201","5"
"D1212","D1211","3"
"D1212","D1213","6"
"D1212","D1214","4"
"D1212","D1301","2"
"D1212","D1505","1"
"D1212","D1508","7"
"D1212","M1602","10"
"D1212","N1103","9"
"D1213","C1112","5"
"D1213","C1504","4"
"D1213","D1107","7"
"D1213","D1243","3"
"D1213","D1504","1"
"D1213","E1113","2"
"D1213","M1102","6"
"D1213","N1302","8"
"D1214","B1803","14"
"D1214","D1208","5"
"D1214","D1211","4"
"D1214","D1212","1"
"D1214","D1301","2"
"D1214","D1408","10"
"D1214","D1501","9"
"D1214","D1503","6"
"D1214","D1505","3"
"D1214","D1506","11"
"D1214","D1507","8"
"D1214","D1508","7"
"D1214","G1702","12"
"D1214","M1602","13"
"D1214","N1103","15"
"D1215","D1202","7"
"D1215","D1216","1"
"D1215","D1217","2"
"D1215","D1218","3"
"D1215","D1220","5"
"D1215","D1222","4"
"D1215","D1403","9"
"D1215","D1416","8"
"D1215","K1103","6"
"D1216","D1202","9"
"D1216","D1215","1"
"D1216","D1217","2"
"D1216","D1218","3"
"D1216","D1220","10"
"D1216","D1222","7"
"D1216","D1416","8"
"D1216","K1103","6"
"D1216","L1501","4"
"D1216","M1302","5"
"D1217","D1216","1"
"D1217","D1218","2"
"D1217","D1222","9"
"D1217","J1501","7"
"D1217","K1103","3"
"D1217","K1204","5"
"D1217","K1302","4"
"D1217","K1801","8"
"D1217","M1602","6"
"D1218","D1215","1"
"D1218","D1216","2"
"D1218","D1217","3"
"D1218","D1403","5"
"D1218","D1416","6"
"D1218","K1103","7"
"D1218","K2111","4"
"D1218","M1101","8"
"D1218","M1504","9"
"D1219","D1210","1"
"D1219","D1211","5"
"D1219","D1212","2"
"D1219","D1214","6"
"D1219","D1505","3"
"D1219","D1507","4"
"D1219","G1101","7"
"D1220","D1218","1"
"D1220","D1301","2"
"D1220","D1403","5"
"D1220","D1416","6"
"D1220","K1103","4"
"D1220","M1101","7"
"D1220","M1102","8"
"D1220","M1302","3"
"D1220","M1501","9"
"D1221","B1301","1"
"D1221","D1211","4"
"D1221","D1212","2"
"D1221","D1401","10"
"D1221","D1503","6"
"D1221","D1508","5"
"D1221","G1101","3"
"D1221","G1202","9"
"D1221","G1209","7"
"D1221","G1223","8"
"D1222","D1203","3"
"D1222","G1202","8"
"D1222","G1215","5"
"D1222","J1402","7"
"D1222","K1103","2"
"D1222","K1204","4"
"D1222","K1306","6"
"D1222","K2111","1"
"D1223","D1404","1"
"D1223","D1426","7"
"D1223","D1430","6"
"D1223","D1434","2"
"D1223","D1501","9"
"D1223","D1503","8"
"D1223","H1403","10"
"D1223","I1612","3"
"D1223","I1626","4"
"D1223","N1110","5"
"D1224","D1204","2"
"D1224","D1230","9"
"D1224","D1234","3"
"D1224","D1238","10"
"D1224","D1402","8"
"D1224","D1420","7"
"D1224","D1421","1"
"D1224","G1304","4"
"D1224","I1622","5"
"D1224","N4101","6"
"D1225","D1203","8"
"D1225","D1220","3"
"D1225","D1222","4"
"D1225","D1229","6"
"D1225","D1231","1"
"D1225","D1232","2"
"D1225","G1303","5"
"D1225","G1304","7"
"D1225","K1801","9"
"D1225","M1621","10"
"D1226","B1808","8"
"D1226","D1229","1"
"D1226","D1241","6"
"D1226","D1242","2"
"D1226","H1231","5"
"D1226","H1240","7"
"D1226","H1523","10"
"D1226","H2402","9"
"D1226","H2411","4"
"D1226","H2420","3"
"D1227","B1606","3"
"D1227","C1112","8"
"D1227","C1208","7"
"D1227","C1302","6"
"D1227","D1201","1"
"D1227","D1233","2"
"D1227","D1302","9"
"D1227","D1433","4"
"D1227","N1301","5"
"D1228","D1236","1"
"D1228","D1242","2"
"D1228","D1302","6"
"D1228","D1415","3"
"D1228","D1511","10"
"D1228","H2505","4"
"D1228","K2204","5"
"D1228","M1601","9"
"D1228","M1602","7"
"D1228","M1603","8"
"D1229","D1225","6"
"D1229","D1226","1"
"D1229","D1302","9"
"D1229","D1415","2"
"D1229","G1304","3"
"D1229","H2505","4"
"D1229","K1408","8"
"D1229","K2203","5"
"D1229","M1707","7"
"D1230","D1224","6"
"D1230","D1234","7"
"D1230","D1238","4"
"D1230","I1109","3"
"D1230","I1111","8"
"D1230","I1114","5"
"D1230","K1731","9"
"D1230","M1701","10"
"D1230","N1301","1"
"D1230","N1302","2"
"D1231","D1203","1"
"D1231","D1208","3"
"D1231","D1222","6"
"D1231","D1225","8"
"D1231","D1232","9"
"D1231","D1237","4"
"D1231","D1424","5"
"D1231","G1305","7"
"D1231","J1403","2"
"D1231","M1602","10"
"D1232","D1208","2"
"D1232","D1222","3"
"D1232","D1225","4"
"D1232","D1237","1"
"D1232","D1240","5"
"D1232","K1801","8"
"D1232","K2101","6"
"D1232","K2142","7"
"D1233","B1814","8"
"D1233","C1205","4"
"D1233","D1403","6"
"D1233","D1416","5"
"D1233","D1426","7"
"D1233","K1604","3"
"D1233","K1607","1"
"D1233","K1808","2"
"D1233","K2111","9"
"D1234","C1205","9"
"D1234","D1204","1"
"D1234","D1238","4"
"D1234","D1302","5"
"D1234","G1303","3"
"D1234","G1304","2"
"D1234","G1307","7"
"D1234","G1705","6"
"D1234","M1707","8"
"D1235","D1204","3"
"D1235","D1234","2"
"D1235","D1238","4"
"D1235","D1433","8"
"D1235","D1434","7"
"D1235","G1303","5"
"D1235","G1305","1"
"D1235","G1306","6"
"D1235","M1416","9"
"D1236","D1206","10"
"D1236","D1229","1"
"D1236","H2409","9"
"D1236","H2410","2"
"D1236","H2415","3"
"D1236","H2417","6"
"D1236","H2419","8"
"D1236","H2424","4"
"D1236","H2425","7"
"D1236","H2505","5"
"D1237","D1222","1"
"D1237","D1225","4"
"D1237","D1232","3"
"D1237","J1501","6"
"D1237","K1103","8"
"D1237","K1106","2"
"D1237","K1204","9"
"D1237","K1302","5"
"D1237","M1602","7"
"D1237","M1609","10"
"D1238","D1224","2"
"D1238","D1234","1"
"D1238","D1421","7"
"D1238","D1509","6"
"D1238","G1403","3"
"D1238","M1302","4"
"D1238","M1303","5"
"D1238","M1701","9"
"D1238","M1707","8"
"D1238","M1823","10"
"D1239","D1214","4"
"D1239","D1222","7"
"D1239","D1237","6"
"D1239","D1302","1"
"D1239","J1312","3"
"D1239","K2111","5"
"D1239","M1602","2"
"D1240","B1807","6"
"D1240","D1203","8"
"D1240","D1208","1"
"D1240","D1225","2"
"D1240","D1232","3"
"D1240","D1237","7"
"D1240","D1241","5"
"D1240","E1406","4"
"D1241","B1807","1"
"D1241","D1217","9"
"D1241","D1220","6"
"D1241","D1225","4"
"D1241","D1232","2"
"D1241","E1112","8"
"D1241","E1201","7"
"D1241","E1406","5"
"D1241","K1103","3"
"D1242","D1229","1"
